,color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,gross
1421,Color,Tarsem Singh,225.0,109.0,763.0,311.0,Jake Weber,812.0,Horror|Sci-Fi|Thriller,Dylan Baker,The Cell ,79877,2474,James Gammon,1.0,coma|fbi|race against time|serial killer|strong female lead,http://www.imdb.com/title/tt0209958/?ref_=fn_tt_tt_1,677.0,English,USA,R,33000000.0,2000.0,551.0,6.3,2.35,0,61280963.0
1614,Color,Jonathan Levine,452.0,98.0,129.0,7.0,Vincent Leclerc,303.0,Comedy|Horror|Romance,Cory Hardrict,Warm Bodies ,184641,337,Daniel Rindress-Kay,0.0,fight|memory|teenager|undead|zombie,http://www.imdb.com/title/tt1588173/?ref_=fn_tt_tt_1,326.0,English,USA,PG-13,35000000.0,2013.0,18.0,6.9,2.35,81000,66359959.0
705,Color,Demian Lichtenstein,113.0,125.0,11.0,867.0,Bokeem Woodbine,11000.0,Action|Comedy|Crime|Thriller,Jon Lovitz,3000 Miles to Graceland ,38076,14536,Ice-T,2.0,casino|elvis impersonator|gun|heist|rascal,http://www.imdb.com/title/tt0233142/?ref_=fn_tt_tt_1,399.0,English,USA,R,42000000.0,2001.0,904.0,5.9,2.35,0,15738632.0
2935,Color,Tamra Davis,111.0,93.0,33.0,135.0,Katherine Boecher,1000.0,Comedy|Drama,Britney Spears,Crossroads ,34219,1531,Dave Allen,1.0,audition|friendship|graduation|high school graduation|love,http://www.imdb.com/title/tt0275022/?ref_=fn_tt_tt_1,578.0,English,USA,PG-13,12000000.0,2002.0,188.0,3.3,1.85,0,37188667.0
3371,Color,Tom Gormican,164.0,94.0,19.0,117.0,Lola Glaudini,363.0,Comedy|Romance,Mackenzie Davis,That Awkward Moment ,76791,1024,Josh Pais,3.0,dating|divorce|father daughter relationship|mother daughter relationship|party,http://www.imdb.com/title/tt1800246/?ref_=fn_tt_tt_1,100.0,English,USA,R,8000000.0,2014.0,342.0,6.1,2.35,0,26049082.0
987,Color,Carl Franklin,124.0,114.0,73.0,323.0,Sanaa Lathan,18000.0,Crime|Drama|Romance|Thriller,Denzel Washington,Out of Time ,45895,19739,John Billingsley,3.0,cancer|florida|insurance|life insurance policy|small town,http://www.imdb.com/title/tt0313443/?ref_=fn_tt_tt_1,157.0,English,USA,R,50000000.0,2003.0,886.0,6.5,2.35,1000,40905277.0
1130,Color,Danny Pang,125.0,99.0,15.0,61.0,Charlie Yeung,12000.0,Action|Crime|Thriller,Nicolas Cage,Bangkok Dangerous ,48245,12166,James With,1.0,deaf|hitman|nightclub|pickpocket|rules of profession,http://www.imdb.com/title/tt0814022/?ref_=fn_tt_tt_1,154.0,English,USA,R,40000000.0,2008.0,68.0,5.4,1.85,0,15279680.0
71,Color,Barry Sonnenfeld,85.0,106.0,188.0,582.0,Salma Hayek,10000.0,Action|Comedy|Sci-Fi|Western,Will Smith,Wild Wild West ,129601,15870,Bai Ling,2.0,buddy movie|general|inventor|steampunk|utah,http://www.imdb.com/title/tt0120891/?ref_=fn_tt_tt_1,648.0,English,USA,PG-13,170000000.0,1999.0,4000.0,4.8,1.85,0,113745408.0
2120,Color,David Palmer,176.0,100.0,21.0,552.0,Tom Arnold,14000.0,Action|Comedy|Romance,Bradley Cooper,Hit and Run ,29322,15922,Beau Bridges,5.0,gay cop|getaway driver|masturbation|penis|witness protection,http://www.imdb.com/title/tt2097307/?ref_=fn_tt_tt_1,104.0,English,USA,R,2000000.0,2012.0,618.0,6.1,2.35,0,13746550.0
1191,Color,Robert Rodriguez,93.0,84.0,0.0,2000.0,Salma Hayek,13000.0,Action|Adventure|Comedy|Family|Sci-Fi,Sylvester Stallone,Spy Kids 3-D: Game Over ,40227,22935,Alexa PenaVega,3.0,mission|spy|surfing|trapped|virtual reality,http://www.imdb.com/title/tt0338459/?ref_=fn_tt_tt_1,188.0,English,USA,PG,38000000.0,2003.0,4000.0,4.1,1.85,681,111760631.0
2501,Color,Daniel Barnz,148.0,86.0,33.0,583.0,Mary-Kate Olsen,15000.0,Drama|Fantasy|Romance,Alex Pettyfer,Beastly ,64190,17396,Erik Knudsen,1.0,love|maid|newscaster|student|tutor,http://www.imdb.com/title/tt1152398/?ref_=fn_tt_tt_1,129.0,English,USA,PG-13,17000000.0,2011.0,976.0,5.6,2.35,16000,27854896.0
387,Color,Alan J. Pakula,66.0,111.0,79.0,2000.0,Brad Pitt,11000.0,Action|Crime|Drama|Thriller,Harrison Ford,The Devil's Own ,45602,26088,Natascha McElhone,0.0,friendship|murder|northern ireland|police officer|terrorist,http://www.imdb.com/title/tt0118972/?ref_=fn_tt_tt_1,114.0,English,USA,R,86000000.0,1997.0,11000.0,6.1,2.35,979,42877165.0
3927,Color,John Dahl,121.0,93.0,131.0,90.0,Aaron Hughes,497.0,Comedy|Crime|Romance|Thriller,Philip Baker Hall,You Kill Me ,16224,776,Jayne Eastwood,1.0,alcoholic|buffalo new york|claim in title|embalming|mortuary,http://www.imdb.com/title/tt0796375/?ref_=fn_tt_tt_1,76.0,English,USA,R,4000000.0,2007.0,113.0,6.5,2.55,830,2426851.0
3138,Color,Malcolm D. Lee,55.0,112.0,92.0,826.0,Brandon T. Jackson,2000.0,Comedy|Drama|Music|Romance,Jurnee Smollett-Bell,Roll Bounce ,5585,7552,Shad Moss,0.0,1970s|boy|competition|roller skates|tubesocks,http://www.imdb.com/title/tt0403455/?ref_=fn_tt_tt_1,75.0,English,USA,PG-13,,2005.0,918.0,6.0,2.35,997,17378977.0
2647,Color,Dennis Iliadis,241.0,114.0,29.0,616.0,Monica Potter,956.0,Crime|Horror|Thriller,Tony Goldwyn,The Last House on the Left ,67822,3861,Martha MacIsaac,0.0,kidnapping|lake|microwave oven|psychopath|woods,http://www.imdb.com/title/tt0844708/?ref_=fn_tt_tt_1,279.0,English,USA,R,15000000.0,2009.0,878.0,6.6,1.85,0,32721635.0
3097,Color,Darren Lynn Bousman,190.0,96.0,163.0,448.0,Shawnee Smith,723.0,Horror|Mystery,Costas Mandylor,Saw IV ,111087,3492,Angus Macfadyen,0.0,detective|fbi|rape|rapist|serial rapist,http://www.imdb.com/title/tt0890870/?ref_=fn_tt_tt_1,319.0,English,USA,R,10000000.0,2007.0,651.0,5.9,1.85,0,63270259.0
1414,Color,Kevin Rodney Sullivan,104.0,105.0,8.0,278.0,Nicole Sullivan,1000.0,Comedy|Romance,Bernie Mac,Guess Who ,33887,2689,Sherri Shepherd,2.0,argument|engagement|family relationships|love|undressing,http://www.imdb.com/title/tt0372237/?ref_=fn_tt_tt_1,160.0,English,USA,PG-13,35000000.0,2005.0,358.0,5.9,1.85,919,67962333.0
736,Color,Michael Mann,299.0,120.0,0.0,680.0,Jada Pinkett Smith,10000.0,Crime|Drama|Thriller,Tom Cruise,Collateral ,293662,13581,Debi Mazar,0.0,city by night|contract killer|driving at night|los angeles california|taxi,http://www.imdb.com/title/tt0369339/?ref_=fn_tt_tt_1,836.0,English,USA,R,65000000.0,2004.0,851.0,7.6,2.35,0,100003492.0
2635,Color,Brian Gibson,19.0,118.0,13.0,2.0,Virginia Capers,90.0,Biography|Drama|Music,Rae'Ven Kelly,What's Love Got to Do with It ,13442,114,Dororthy Thorton,0.0,abusive husband|love|singer|tina turner|violence,http://www.imdb.com/title/tt0108551/?ref_=fn_tt_tt_1,59.0,English,USA,R,,1993.0,22.0,7.2,1.85,0,39100956.0
2839,Color,Renny Harlin,102.0,99.0,212.0,54.0,Rodney Eastman,130.0,Fantasy|Horror|Thriller,Tuesday Knight,A Nightmare on Elm Street 4: The Dream Master ,36108,450,Brooke Bundy,0.0,demon|dream|elm street|freddy krueger|nightmare,http://www.imdb.com/title/tt0095742/?ref_=fn_tt_tt_1,260.0,English,USA,R,7000000.0,1988.0,125.0,5.7,1.85,0,49369900.0
2921,Color,Tim Story,77.0,122.0,167.0,807.0,Romany Malco,997.0,Comedy|Romance,Chris Brown,Think Like a Man ,34579,5165,Regina Hall,8.0,advice|black romance|hip hop|reading a book|sex scene,http://www.imdb.com/title/tt1621045/?ref_=fn_tt_tt_1,62.0,English,USA,PG-13,12000000.0,2012.0,966.0,6.6,2.35,0,91547205.0
4149,Color,Heidi Ewing,73.0,93.0,4.0,394.0,James Ransone,875.0,Documentary,Greg Crowe,Freakonomics ,5695,2305,Tempestt Bledsoe,0.0,cheating|economics|experiment|human nature|sumo wrestling,http://www.imdb.com/title/tt1152822/?ref_=fn_tt_tt_1,23.0,English,USA,PG-13,3000000.0,2010.0,412.0,6.4,,0,100675.0
3147,Color,Rob Schmidt,191.0,84.0,36.0,648.0,Lindy Booth,2000.0,Horror|Thriller,Kevin Zegers,Wrong Turn ,87494,3416,Julian Richings,1.0,forest|mountain|road|stupid victim|west virginia,http://www.imdb.com/title/tt0295700/?ref_=fn_tt_tt_1,540.0,English,USA,R,12600000.0,2003.0,683.0,6.1,1.85,0,15417771.0
4973, Black and White,Darren Aronofsky,138.0,84.0,0.0,194.0,Clint Mansell,1000.0,Drama|Mystery|Thriller,Mark Margolis,Pi ,142619,2065,Stanley B. Herman,0.0,mathematician|nature|numbers|pattern|using a metal detector on a beach,http://www.imdb.com/title/tt0138704/?ref_=fn_tt_tt_1,586.0,English,USA,R,60000.0,1998.0,512.0,7.5,1.66,24000,3216970.0
973,Color,Clint Eastwood,76.0,121.0,16000.0,826.0,Mark Margolis,16000.0,Action|Crime|Drama|Thriller,Clint Eastwood,Absolute Power ,39529,19139,Scott Glenn,0.0,death|death of wife|murder|thief|violence,http://www.imdb.com/title/tt0118548/?ref_=fn_tt_tt_1,142.0,English,USA,R,50000000.0,1997.0,1000.0,6.7,2.35,1000,50007168.0
2372,Color,Breck Eisner,308.0,101.0,42.0,219.0,Glenn Morshower,991.0,Horror|Thriller,Radha Mitchell,The Crazies ,93272,2609,John Aylward,0.0,deputy|iowa|rural setting|sheriff|survival,http://www.imdb.com/title/tt0455407/?ref_=fn_tt_tt_1,251.0,English,USA,R,20000000.0,2010.0,894.0,6.5,2.35,0,39103378.0
1489,Color,Dominic Sena,166.0,101.0,57.0,230.0,Bashar Rahal,1000.0,Action|Crime|Mystery|Thriller,Tom Skerritt,Whiteout ,31918,1947,Shawn Doyle,1.0,antarctica|geologist|investigation|u.s. marshal|winter,http://www.imdb.com/title/tt0365929/?ref_=fn_tt_tt_1,142.0,English,USA,R,35000000.0,2009.0,603.0,5.5,2.35,0,10268846.0
4515,Color,Rob McKittrick,91.0,94.0,6.0,804.0,Dane Cook,16000.0,Comedy,Ryan Reynolds,Waiting... ,76467,19957,Vanessa Lengies,3.0,cook|dishwasher|flashing|male frontal nudity|waiter,http://www.imdb.com/title/tt0348333/?ref_=fn_tt_tt_1,236.0,English,USA,R,3000000.0,2005.0,1000.0,6.8,1.85,0,16101109.0
2984,Color,Spike Lee,30.0,108.0,0.0,599.0,Debi Mazar,873.0,Comedy|Drama,Michael Imperioli,Girl 6 ,4961,4497,Gretchen Mol,3.0,actress|neighbor|phone sex|queens new york city|sex addiction,http://www.imdb.com/title/tt0116414/?ref_=fn_tt_tt_1,33.0,English,USA,R,12000000.0,1996.0,680.0,5.0,1.85,251,4903000.0
539,Color,Martin Campbell,134.0,124.0,258.0,748.0,Scott Glenn,867.0,Action|Adventure|Drama|Thriller,Nicholas Lea,Vertical Limit ,49536,3424,Ben Mendelsohn,0.0,death|die hard scenario|k2|rescue|urination,http://www.imdb.com/title/tt0190865/?ref_=fn_tt_tt_1,379.0,English,USA,PG-13,75000000.0,2000.0,826.0,5.9,1.85,0,68473360.0
2593,Color,Jesse Vaughan,32.0,91.0,10.0,574.0,Jenifer Lewis,890.0,Comedy|Drama|Romance|Sport,Vivica A. Fox,Juwanna Mann ,5312,3104,Kevin Pollak,3.0,basketball|dodge viper|hit in the crotch|male nudity|the star spangled banner,http://www.imdb.com/title/tt0247444/?ref_=fn_tt_tt_1,40.0,English,USA,PG-13,15600000.0,2002.0,578.0,4.5,1.85,939,13571817.0
185,Color,Peyton Reed,517.0,117.0,235.0,680.0,Hayley Atwell,2000.0,Action|Adventure|Comedy|Sci-Fi,Judy Greer,Ant-Man ,313866,5730,T.I.,6.0,ant|chinatown san francisco|heist|sabotage|vault,http://www.imdb.com/title/tt0478970/?ref_=fn_tt_tt_1,549.0,English,USA,PG-13,130000000.0,2015.0,2000.0,7.4,1.85,61000,180191634.0
874,Color,Bobby Farrelly,123.0,118.0,101.0,327.0,Terence Bernie Hines,13000.0,Comedy,Matt Damon,Stuck on You ,44453,14036,Seymour Cassel,2.0,actor|conjoined twins|cook|internet|short order cook,http://www.imdb.com/title/tt0338466/?ref_=fn_tt_tt_1,154.0,English,USA,PG-13,55000000.0,2003.0,390.0,5.8,2.35,0,33828318.0
10,Color,Zack Snyder,673.0,183.0,0.0,2000.0,Lauren Cohan,15000.0,Action|Adventure|Sci-Fi,Henry Cavill,Batman v Superman: Dawn of Justice ,371639,24450,Alan D. Purwin,0.0,based on comic book|batman|sequel to a reboot|superhero|superman,http://www.imdb.com/title/tt2975590/?ref_=fn_tt_tt_1,3018.0,English,USA,PG-13,250000000.0,2016.0,4000.0,6.9,2.35,197000,330249062.0
2957,Color,Jake Schreier,191.0,109.0,14.0,376.0,Cara Delevingne,733.0,Drama|Mystery|Romance,Nat Wolff,Paper Towns ,63390,2753,Meg Crosbie,2.0,based on novel|female neighbor|friendship|travel|trip,http://www.imdb.com/title/tt3622592/?ref_=fn_tt_tt_1,160.0,English,USA,PG-13,12000000.0,2015.0,558.0,6.4,2.35,0,31990064.0
434,Color,David Fincher,377.0,162.0,21000.0,495.0,Jake Gyllenhaal,21000.0,Crime|Drama|History|Mystery|Thriller,Robert Downey Jr.,Zodiac ,301279,36928,Anthony Edwards,0.0,cartoonist|reporter|serial killer|zodiac|zodiac killer,http://www.imdb.com/title/tt0443706/?ref_=fn_tt_tt_1,589.0,English,USA,R,65000000.0,2007.0,15000.0,7.7,2.35,12000,33048353.0
4106,Color,David Nixon,19.0,110.0,13.0,221.0,Michael Bolten,439.0,Drama|Family,Robyn Lively,Letters to God ,3942,1567,Christopher Schmidt,0.0,cancer|faith|hope|letter|prayer,http://www.imdb.com/title/tt1462054/?ref_=fn_tt_tt_1,65.0,English,USA,PG,3500000.0,2010.0,399.0,6.3,1.78,0,2848578.0
2838,Color,Thomas Carter,101.0,112.0,49.0,237.0,Terry Kinney,656.0,Drama|Music|Romance,Sean Patrick Thomas,Save the Last Dance ,47876,1307,Fredro Starr,0.0,dance|dancing|ghetto|hip hop|imperative in title,http://www.imdb.com/title/tt0206275/?ref_=fn_tt_tt_1,320.0,English,USA,PG-13,13000000.0,2001.0,363.0,6.1,1.85,0,91038276.0
94,Color,Jonathan Mostow,280.0,109.0,84.0,191.0,M.C. Gainey,648.0,Action|Sci-Fi,Nick Stahl,Terminator 3: Rise of the Machines ,305340,1769,Carolyn Hennesy,0.0,drifter|exploding truck|future|machine|skynet,http://www.imdb.com/title/tt0181852/?ref_=fn_tt_tt_1,1676.0,English,USA,R,200000000.0,2003.0,284.0,6.4,2.35,0,150350192.0
3786,Color,James Manera,12.0,99.0,0.0,361.0,Greg Germann,578.0,Drama|Mystery|Sci-Fi,Joaquim de Almeida,Atlas Shrugged: Who Is John Galt? ,1900,3382,Kristoffer Polaha,0.0,box office flop|critically bashed|economy|individual versus society|rescue,http://www.imdb.com/title/tt2800038/?ref_=fn_tt_tt_1,56.0,English,USA,PG-13,5000000.0,2014.0,435.0,4.4,,0,830210.0
4598,Color,Dan Zukovic,95.0,98.0,8.0,14.0,Louis Mustillo,96.0,Comedy|Drama,Yul Vazquez,The Last Big Thing ,334,196,James Lorinz,1.0,actor|magazine|model|rock band|suburb,http://www.imdb.com/title/tt0161743/?ref_=fn_tt_tt_1,17.0,English,USA,R,,1996.0,71.0,6.9,1.85,43,22434.0
4723,Color,Alex Kendrick,50.0,122.0,589.0,150.0,Ken Bevel,848.0,Drama|Romance,Kirk Cameron,Fireproof ,17068,1164,Erin Bethea,0.0,christian film|dare|firefighter|internet pornography|marriage,http://www.imdb.com/title/tt1129423/?ref_=fn_tt_tt_1,215.0,English,USA,PG,500000.0,2008.0,153.0,6.5,1.85,0,33451479.0
1875,Color,Tate Taylor,373.0,146.0,150.0,2000.0,Bryce Dallas Howard,15000.0,Drama,Emma Stone,The Help ,318955,23227,Mike Vogel,2.0,black servant|chocolate pie|jackson mississippi|maid|writing a novel,http://www.imdb.com/title/tt1454029/?ref_=fn_tt_tt_1,460.0,English,USA,PG-13,25000000.0,2011.0,3000.0,8.1,1.85,75000,169705587.0
4489,Color,Scott Derrickson,276.0,104.0,301.0,71.0,Jon Hamm,18000.0,Drama|Sci-Fi|Thriller,Keanu Reeves,The Day the Earth Stood Still ,139426,22194,Juan Riedinger,0.0,alien|earth|giant robot|military|scientist,http://www.imdb.com/title/tt0970416/?ref_=fn_tt_tt_1,698.0,English,USA,PG-13,80000000.0,2008.0,4000.0,5.5,2.35,0,79363785.0
495,Color,Roger Christian,174.0,119.0,64.0,41.0,Michael Byrne,743.0,Action|Adventure|Sci-Fi,Richard Tyson,Battlefield Earth ,65464,971,John Topor,0.0,alien|bad acting|pulp fiction|resistance fighter|voyager golden record,http://www.imdb.com/title/tt0185183/?ref_=fn_tt_tt_1,1308.0,English,USA,PG-13,44000000.0,2000.0,117.0,2.4,2.35,0,21471685.0
339,Color,Peter Jackson,328.0,192.0,0.0,416.0,Billy Boyd,5000.0,Action|Adventure|Drama|Fantasy,Orlando Bloom,The Lord of the Rings: The Return of the King ,1215718,6434,Bernard Hill,2.0,battle|epic|king|orc|ring,http://www.imdb.com/title/tt0167260/?ref_=fn_tt_tt_1,3189.0,English,USA,PG-13,94000000.0,2003.0,857.0,8.9,2.35,16000,377019252.0
4104,Color,Kevin Smith,254.0,102.0,0.0,387.0,Haley Joel Osment,40000.0,Comedy|Drama|Horror,Johnny Depp,Tusk ,31089,43810,Michael Parks,0.0,canada|human becoming an animal|mad scientist|part of trilogy|walrus,http://www.imdb.com/title/tt3099498/?ref_=fn_tt_tt_1,261.0,English,USA,R,3000000.0,2014.0,3000.0,5.4,2.35,20000,1821983.0
1937,Color,Frank Darabont,199.0,142.0,0.0,461.0,Jeffrey DeMunn,11000.0,Crime|Drama,Morgan Freeman,The Shawshank Redemption ,1689764,13495,Bob Gunton,0.0,escape from prison|first person narration|prison|prison cell search|wrongful imprisonment,http://www.imdb.com/title/tt0111161/?ref_=fn_tt_tt_1,4144.0,English,USA,R,25000000.0,1994.0,745.0,9.3,1.85,108000,28341469.0
280,Color,Michael Bay,257.0,136.0,0.0,3000.0,Steve Buscemi,19000.0,Action|Adventure|Romance|Sci-Fi|Thriller,Scarlett Johansson,The Island ,263329,34839,Djimon Hounsou,1.0,clone|environment|escape|island|lottery,http://www.imdb.com/title/tt0399201/?ref_=fn_tt_tt_1,899.0,English,USA,PG-13,126000000.0,2005.0,12000.0,6.9,2.35,0,35799026.0
1762,Color,Wes Anderson,220.0,110.0,0.0,327.0,Anjelica Huston,13000.0,Comedy|Drama,Bill Murray,The Royal Tenenbaums ,209133,14609,Seymour Cassel,1.0,brother brother relationship|family relationships|father daughter relationship|genius|thrown through a window,http://www.imdb.com/title/tt0265666/?ref_=fn_tt_tt_1,962.0,English,USA,R,21000000.0,2001.0,1000.0,7.6,2.35,0,52353636.0
1454,Color,Alexandre Aja,208.0,112.0,192.0,844.0,Cameron Boyce,1000.0,Horror|Mystery,Jason Flemyng,Mirrors ,86205,3185,Julian Glover,0.0,estranged wife|evil|fire|medication|mirror,http://www.imdb.com/title/tt0790686/?ref_=fn_tt_tt_1,232.0,English,USA,R,35000000.0,2008.0,915.0,6.2,2.35,5000,30691439.0
913,Color,Peyton Reed,183.0,106.0,235.0,931.0,John Michael Higgins,4000.0,Comedy|Drama|Romance,Jon Favreau,The Break-Up ,102167,8315,Ann-Margret,1.0,art|break up|football video game|kitchen|talking to one's self in a mirror,http://www.imdb.com/title/tt0452594/?ref_=fn_tt_tt_1,483.0,English,USA,PG-13,52000000.0,2006.0,957.0,5.8,1.85,0,118683135.0
2036,Color,Tim Hill,70.0,87.0,25.0,611.0,F. Murray Abraham,1000.0,Adventure|Comedy|Family|Fantasy|Music|Sci-Fi,Josh Charles,Muppets from Space ,14637,3243,David Arquette,0.0,alien|breakfast|escape|rat|ufo,http://www.imdb.com/title/tt0158811/?ref_=fn_tt_tt_1,100.0,English,USA,G,24000000.0,1999.0,670.0,6.2,1.85,619,16290976.0
466,Color,Joe Pytka,46.0,88.0,30.0,366.0,Wayne Knight,13000.0,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi|Sport,Bill Murray,Space Jam ,112167,15001,Michael Jordan,1.0,alien|basketball|basketball game|cult film|monstars,http://www.imdb.com/title/tt0117705/?ref_=fn_tt_tt_1,123.0,English,USA,PG,80000000.0,1996.0,967.0,6.3,1.77,0,90443603.0
2091,Color,Jessie Nelson,129.0,132.0,24.0,506.0,Loretta Devine,967.0,Drama,Dianne Wiest,I Am Sam ,121937,3152,Richard Schiff,0.0,child custody|custody battle|disability|mentally impaired man|single father,http://www.imdb.com/title/tt0277027/?ref_=fn_tt_tt_1,431.0,English,USA,PG-13,22000000.0,2001.0,912.0,7.6,1.85,15000,40270895.0
2721,Color,Shane Black,223.0,103.0,1000.0,611.0,Corbin Bernsen,21000.0,Comedy|Crime|Mystery,Robert Downey Jr.,Kiss Kiss Bang Bang ,175962,23932,Larry Miller,2.0,actor|detective sergeant|hotel|nightclub|thief,http://www.imdb.com/title/tt0373469/?ref_=fn_tt_tt_1,336.0,English,USA,R,15000000.0,2005.0,1000.0,7.6,2.35,0,4235837.0
180,Color,David Soren,166.0,96.0,13.0,463.0,Snoop Dogg,16000.0,Adventure|Animation|Comedy|Family|Sport,Ryan Reynolds,Turbo ,62424,17416,Ben Schwartz,0.0,accident|freak accident|race|snail|underdog,http://www.imdb.com/title/tt1860353/?ref_=fn_tt_tt_1,90.0,English,USA,PG,135000000.0,2013.0,881.0,6.5,2.35,13000,83024900.0
725,Color,Marc Lawrence,118.0,101.0,30.0,268.0,Alicia Witt,1000.0,Comedy|Romance,Dorian Missick,Two Weeks Notice ,85673,2636,Dana Ivey,2.0,developer|divorce|lawyer|love|new york city,http://www.imdb.com/title/tt0313737/?ref_=fn_tt_tt_1,269.0,English,USA,PG-13,60000000.0,2002.0,976.0,6.1,1.85,0,93307796.0
4582,Color,Mike Cahill,140.0,106.0,135.0,11.0,Cara Seymour,7000.0,Drama|Romance|Sci-Fi,Steven Yeun,I Origins ,75633,7098,Venida Evans,0.0,buddhism|evolution|eye|reincarnation|stuck in elevator,http://www.imdb.com/title/tt2884206/?ref_=fn_tt_tt_1,160.0,English,USA,R,,2014.0,71.0,7.3,2.39,32000,334658.0
1317,Color,Pierre Morel,224.0,115.0,180.0,87.0,Mark Rylance,1000.0,Action|Crime|Drama|Mystery|Thriller,Ray Winstone,The Gunman ,28429,1686,Jasmine Trinca,0.0,assassination|blood vomiting|death|hit squad|mercenary,http://www.imdb.com/title/tt2515034/?ref_=fn_tt_tt_1,110.0,English,USA,R,40000000.0,2015.0,535.0,5.8,2.35,0,10640645.0
346,Color,Mark Waters,198.0,107.0,70.0,330.0,Tod Fennell,770.0,Adventure|Family|Fantasy,Martin Short,The Spiderwick Chronicles ,68935,1614,Joan Plowright,0.0,actor playing multiple roles|brownie the creature|closing credits sequence|family relationships|magical creature,http://www.imdb.com/title/tt0416236/?ref_=fn_tt_tt_1,125.0,English,USA,PG,90000000.0,2008.0,419.0,6.6,2.35,0,71148699.0
499,Color,Kevin Costner,79.0,177.0,0.0,582.0,Brian Anthony Wilson,766.0,Action|Adventure|Drama|Sci-Fi,Olivia Williams,The Postman ,56403,4346,Larenz Tate,1.0,drifter|escape|hope|postman|usa,http://www.imdb.com/title/tt0119925/?ref_=fn_tt_tt_1,376.0,English,USA,R,80000000.0,1997.0,674.0,6.0,2.35,0,17593391.0
328,Color,Ash Brannon,154.0,85.0,9.0,970.0,Zooey Deschanel,12000.0,Animation|Comedy|Family|Sport,Jeff Bridges,Surf's Up ,54077,25590,Jon Heder,0.0,chicken|competition|island|penguin|surfing,http://www.imdb.com/title/tt0423294/?ref_=fn_tt_tt_1,112.0,English,USA,PG,100000000.0,2007.0,11000.0,6.8,1.85,0,58867694.0
2760,Color,Clint Eastwood,131.0,131.0,16000.0,638.0,Morgan Freeman,16000.0,Drama|Western,Clint Eastwood,Unforgiven ,277505,28544,Frances Fisher,1.0,englishman|leaving flowers on a grave|one last job|reputation|visiting wife's grave,http://www.imdb.com/title/tt0105695/?ref_=fn_tt_tt_1,495.0,English,USA,R,14400000.0,1992.0,11000.0,8.3,2.35,10000,101157447.0
674,Color,McG,241.0,103.0,368.0,520.0,Abigail Spencer,27000.0,Action|Comedy|Romance,Tom Hardy,This Means War ,147641,29808,Warren Christie,3.0,best friend|cia|cia agent|dating|undercover,http://www.imdb.com/title/tt1596350/?ref_=fn_tt_tt_1,238.0,English,USA,PG-13,65000000.0,2012.0,1000.0,6.3,2.35,18000,54758461.0
4485,Color,James Wan,287.0,103.0,0.0,651.0,Monica Potter,2000.0,Horror|Mystery|Thriller,Michael Emerson,Saw ,299127,5161,Shawnee Smith,0.0,chained|flashback|killer|serial killer|surprise ending,http://www.imdb.com/title/tt0387564/?ref_=fn_tt_tt_1,1509.0,English,USA,R,1200000.0,2004.0,878.0,7.7,1.85,0,55153403.0
4791,Color,Jared Hess,220.0,92.0,100.0,482.0,Diedrich Bader,970.0,Comedy,Jon Heder,Napoleon Dynamite ,161448,3950,Jon Gries,0.0,class president|family relationships|friend|high school|jock,http://www.imdb.com/title/tt0374900/?ref_=fn_tt_tt_1,1473.0,English,USA,PG,400000.0,2004.0,759.0,6.9,1.85,0,44540956.0
35,Color,Dan Scanlon,376.0,104.0,37.0,760.0,Tyler Labine,12000.0,Adventure|Animation|Comedy|Family|Fantasy,Steve Buscemi,Monsters University ,235025,14863,Sean Hayes,0.0,cheating|fraternity|monster|singing in a car|university,http://www.imdb.com/title/tt1453405/?ref_=fn_tt_tt_1,265.0,English,USA,G,200000000.0,2013.0,779.0,7.3,1.85,44000,268488329.0
3420,Color,Robert Moresco,26.0,107.0,53.0,463.0,Brad Renfro,954.0,Crime|Drama|Thriller,Brian Dennehy,10th & Wolf ,5557,2512,Dash Mihok,5.0,desert storm|fbi|fbi agent|fragmentation grenade|woman kills attacker,http://www.imdb.com/title/tt0360323/?ref_=fn_tt_tt_1,34.0,English,USA,R,8000000.0,2006.0,551.0,6.4,2.35,294,53481.0
3278,Color,Tobe Hooper,277.0,88.0,365.0,177.0,Edwin Neal,383.0,Horror|Thriller,Gunnar Hansen,The Texas Chain Saw Massacre ,96410,1094,Marilyn Burns,0.0,cannibal|chainsaw|hitchhiker|independent film|leatherface,http://www.imdb.com/title/tt0072271/?ref_=fn_tt_tt_1,826.0,English,USA,R,83532.0,1974.0,371.0,7.5,1.85,0,30859000.0
849,Color,Wayne Wang,114.0,105.0,61.0,708.0,Frances Conroy,5000.0,Comedy|Drama|Romance,Bob Hoskins,Maid in Manhattan ,68417,7184,Natasha Richardson,2.0,hotel|maid|new york city|place name in title|the bronx,http://www.imdb.com/title/tt0252076/?ref_=fn_tt_tt_1,242.0,English,USA,PG-13,55000000.0,2002.0,827.0,5.1,2.35,0,93815117.0
